accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,createDt,deathCnt,examCnt,resutlNegCnt,seq,stateDt,stateTime,updateDt
,,,,1,2020-01-31 17:47:33.33,0,1,,1,20200101,18:00,2020-02-03 12:21:56.56
,,,,1,2020-01-31 17:47:33.33,0,1,,1,20200201,18:00,2020-01-31 17:47:33.33
,,,,2,2020-02-03 12:22:49.49,2,2,,2,20200202,09:00,2020-02-03 12:22:49.49
,,,,0,2020-02-03 14:41:17.17,0,0,,3,20200203,09:00,2020-02-03 14:41:17.17
,,,,0,2020-02-03 21:26:59.59,0,0,,4,20200204,00:00,2020-02-03 21:26:59.59
,,,,1,2020-02-05 20:05:40.40,0,40,,6,20200205,19:00,2020-02-05 20:05:40.40
,,,,1,2020-02-06 9:09:49.49,0,169,,7,20200206,09:00,2020-02-06 9:09:49.49
,,,,2,2020-02-07 17:20:45.45,0,327,,9,20200207,16:00,2020-02-07 17:20:45.45
,,,,2,2020-02-08 17:01:34.34,0,939,,14,20200208,16:00,2020-02-08 17:01:34.34
,,,,3,2020-02-09 16:59:21.21,0,888,,16,20200209,16:00,2020-02-09 16:59:21.21
,,,,3,2020-02-10 17:03:49.49,0,531,,18,20200210,16:00,2020-02-10 17:03:49.49
,,,,4,2020-02-11 17:09:25.25,0,762,,20,20200211,16:00,2020-02-11 17:09:25.25
,,,,7,2020-02-12 16:56:47.47,0,785,,22,20200212,16:00,2020-02-12 16:56:47.47
,,,,7,2020-02-13 17:09:07.07,0,562,,24,20200213,16:00,2020-02-13 17:09:07.07
,,,,7,2020-02-14 17:16:19.19,0,535,,26,20200214,16:00,2020-02-14 17:16:19.19
,,,,9,2020-02-15 17:00:21.21,0,558,,28,20200215,16:00,2020-02-15 17:00:21.21
,,,,9,2020-02-16 16:57:02.02,0,485,,30,20200216,16:00,2020-02-16 16:57:02.02
,,,,10,2020-02-17 16:50:47.47,0,708,,32,20200217,16:00,2020-02-17 16:50:47.47
,,,,12,2020-02-18 16:42:00.00,0,818,,35,20200218,16:00,2020-02-18 16:42:00.00
,,,,16,2020-02-19 17:00:13.13,0,1149,,37,20200219,16:00,2020-02-19 17:00:13.13
,,,,16,2020-02-20 17:12:33.33,1,1860,,39,20200220,16:00,2020-02-20 17:12:33.33
,,,,17,2020-02-21 17:13:21.21,1,3180,,42,20200221,16:00,2020-02-21 17:13:21.21
,,,,18,2020-02-22 17:00:28.28,2,6037,,44,20200222,16:00,2020-02-22 17:00:28.28
,,,,18,2020-02-23 17:05:12.12,5,8057,,46,20200223,16:00,2020-02-23 17:05:12.12
,,,,22,2020-02-24 17:03:50.50,7,11631,,48,20200224,16:00,2020-02-24 17:03:50.50
,,,,22,2020-02-25 17:02:03.03,10,13880,,50,20200225,16:00,2020-02-25 17:02:03.03
,,,,24,2020-02-26 17:00:43.43,12,20716,,52,20200226,16:00,2020-02-26 17:00:43.43
,,,,26,2020-02-27 17:32:06.06,13,25568,,54,20200227,16:00,2020-02-27 17:32:06.06
,,,,27,2020-02-28 17:01:59.59,13,30237,,56,20200228,16:00,2020-02-28 17:01:59.59
,,,,28,2020-02-29 17:16:20.20,17,35182,,58,20200229,16:00,2020-02-29 17:16:20.20
,,,,30,2020-03-01 17:41:45.45,18,33360,,60,20200301,16:00,2020-03-01 17:41:45.45
5.5573147561,109591,75792,,31,2020-03-02 10:52:38.38,22,33799,71580,61,20200302,00:00,2020-03-02 10:52:38.38
5.3291397182,125851,90296,4159,34,2020-03-03 10:46:53.53,28,35555,85484,62,20200303,00:00,2020-03-03 10:46:53.53
4.9199855946,136707,108293,4750,41,2020-03-04 10:21:44.44,32,28414,102965,63,20200304,00:00,2020-03-04 10:21:44.44
4.6227481540,146541,124731,5255,88,2020-03-05 10:15:12.12,35,21810,118965,64,20200305,00:00,2020-03-05 10:15:12.12
4.3972345844,164740,142908,5643,108,2020-03-06 12:55:44.44,42,21832,136624,65,20200306,00:00,2020-03-06 12:55:44.44
4.2675428362,178189,158569,6134,118,2020-03-07 11:00:45.45,44,19620,151802,66,20200307,00:00,2020-03-07 11:00:45.45
4.2177578602,188518,169142,6605,130,2020-03-08 11:16:27.27,50,19376,162008,67,20200308,00:00,2020-03-08 11:16:27.27
4.1203393614,196618,179160,6954,166,2020-03-09 10:47:15.15,51,17458,171778,68,20200309,00:00,2020-03-09 10:47:15.15
3.9193080566,210144,191692,7165,247,2020-03-10 10:20:27.27,54,18452,184179,69,20200310,00:00,2020-03-10 10:20:27.27
3.8041745358,222395,203855,7212,288,2020-03-11 10:17:19.19,60,18540,196100,70,20200311,00:00,2020-03-11 10:17:19.19
3.6217442732,234998,217271,7407,333,2020-03-12 10:37:03.03,66,17727,209402,71,20200312,00:00,2020-03-12 10:37:03.03
3.4584993086,248647,230707,7470,510,2020-03-13 10:07:22.22,67,17940,222728,72,20200313,00:00,2020-03-13 10:07:22.22
3.3180003364,261335,243701,7402,714,2020-03-14 10:29:11.11,72,17634,235615,73,20200314,00:00,2020-03-14 10:29:11.11
3.2396602365,268212,251940,7300,834,2020-03-15 10:01:22.22,75,16272,243778,74,20200315,00:00,2020-03-15 10:01:22.22
3.1733922083,274504,259533,7253,1137,2020-03-16 10:12:33.33,75,14971,251297,75,20200316,00:00,2020-03-16 10:12:33.33
3.0880579010,286716,269425,7024,1401,2020-03-17 10:29:38.38,81,17291,261105,76,20200317,00:00,2020-03-17 10:29:38.38
3.0121625056,295647,279301,6838,1540,2020-03-18 10:26:15.15,84,16346,270888,77,20200318,00:00,2020-03-18 10:26:15.15
2.9420857378,307024,291120,6789,1947,2020-03-19 10:07:57.57,91,15904,282555,78,20200319,00:00,2020-03-19 10:07:57.57
2.8730918280,316664,301139,6527,2233,2020-03-20 10:15:59.59,94,15525,292487,79,20200320,00:00,2020-03-20 10:15:59.59
2.8219560302,327509,311805,6325,2612,2020-03-21 10:02:58.58,102,15704,303006,80,20200321,00:00,2020-03-21 10:02:58.58
2.8045013239,331780,317240,6085,2909,2020-03-22 10:07:28.28,104,14540,308343,81,20200322,00:00,2020-03-22 10:07:28.28
2.7622623363,338036,324408,5884,3166,2020-03-23 10:27:32.32,111,13628,315447,82,20200323,00:00,2020-03-23 10:27:32.32
2.7126570651,348582,333142,5684,3507,2020-03-24 10:20:57.57,120,15440,324105,84,20200324,00:00,2020-03-24 10:20:57.57
2.6590574416,357896,343618,5410,3730,2020-03-25 10:12:04.04,126,14278,334481,85,20200325,00:00,2020-03-25 10:12:04.04
2.6359702544,364942,350573,5281,4144,2020-03-26 10:40:50.50,131,14369,341332,86,20200326,00:00,2020-03-26 10:40:50.50
2.5797391511,376961,361742,4966,4528,2020-03-27 10:17:01.01,139,15219,352410,87,20200327,00:00,2020-03-27 10:17:01.01
2.5522335409,387925,371361,4665,4811,2020-03-28 10:30:06.06,144,16564,361883,88,20200328,00:00,2020-03-28 10:30:06.06
2.5277423881,394141,379113,4523,5033,2020-03-29 10:10:20.20,152,15028,369530,89,20200329,00:00,2020-03-29 10:10:20.20
2.5312906936,395194,381663,4398,5228,2020-03-30 10:32:34.34,158,13531,372002,90,20200330,00:00,2020-03-30 10:32:34.34
2.4858257635,410564,393672,4275,5408,2020-03-31 11:00:44.44,162,16892,383886,91,20200331,00:00,2020-03-31 11:00:44.44
2.4414636435,421547,404962,4216,5567,2020-04-01 10:13:22.22,165,16585,395075,92,20200401,00:00,2020-04-01 10:13:22.22
2.4104886217,431743,413858,4155,5828,2020-04-02 10:13:00.00,169,17885,403882,94,20200402,00:00,2020-04-02 10:13:00.00
2.3710720723,443273,424365,3979,6021,2020-04-03 10:19:21.21,174,18908,414303,95,20200403,00:00,2020-04-03 10:19:21.21
2.3353139199,455032,434888,3867,6325,2020-04-04 10:32:51.51,177,20144,424732,96,20200404,00:00,2020-04-04 10:32:51.51
2.3178358110,461233,441662,3654,6463,2020-04-05 10:11:59.59,183,19571,431425,97,20200405,00:00,2020-04-05 10:11:59.59
2.2980543408,466804,447509,3591,6598,2020-04-06 10:27:44.44,186,19295,437225,98,20200406,00:00,2020-04-06 10:27:44.44
2.2623255243,477304,456654,3500,6694,2020-04-07 10:12:25.25,192,20650,446323,99,20200407,00:00,2020-04-07 10:12:25.25
2.2181161819,486003,468145,3445,6776,2020-04-08 10:15:42.42,200,17858,457761,100,20200408,00:00,2020-04-08 10:15:42.42
2.1750743945,494711,479202,3408,6973,2020-04-09 10:22:27.27,204,15509,468779,101,20200409,00:00,2020-04-09 10:22:27.27
2.1424778525,503051,487753,3246,7117,2020-04-10 10:15:54.54,208,15298,477303,102,20200410,00:00,2020-04-10 10:15:54.54
2.1111623681,510479,496409,3125,7243,2020-04-11 10:24:11.11,211,14070,485929,103,20200411,00:00,2020-04-11 10:24:11.11
2.0989032272,514621,500833,3026,7368,2020-04-12 10:20:49.49,214,13788,490321,104,20200412,00:00,2020-04-12 10:20:49.49
2.0850812898,518743,505352,2930,7447,2020-04-13 10:14:53.53,217,13391,494815,105,20200413,00:00,2020-04-13 10:14:53.53
2.0601146284,527438,512787,2873,7534,2020-04-14 10:23:15.15,222,14651,502223,106,20200414,00:00,2020-04-14 10:23:15.15
2.0385890215,534552,519526,2808,7616,2020-04-15 11:34:34.34,225,15026,508935,107,20200415,00:00,2020-04-15 11:34:34.34
2.0234239009,538775,524507,2750,7757,2020-04-16 10:55:17.17,229,14268,513894,108,20200416,00:00,2020-04-16 10:55:17.17
1.9980198280,546463,532277,2627,7829,2020-04-17 10:32:02.02,230,14186,521642,109,20200417,00:00,2020-04-17 10:32:02.02
1.9680980779,554834,541284,2576,7937,2020-04-18 10:44:12.12,232,13550,530631,110,20200418,00:00,2020-04-18 10:44:12.12
1.9494720827,559109,546866,2484,8042,2020-04-19 10:27:30.30,234,12243,536205,111,20200419,00:00,2020-04-19 10:27:30.30
1.9370152471,563035,551054,2385,8114,2020-04-20 10:26:59.59,236,11981,540380,112,20200420,00:00,2020-04-20 10:26:59.59
1.9135113641,571014,558293,2324,8213,2020-04-21 10:11:58.58,237,12721,547610,113,20200421,00:00,2020-04-21 10:11:58.58
1.8899402302,577959,565838,2233,8277,2020-04-22 10:20:28.28,238,12121,555144,114,20200422,00:00,2020-04-22 10:20:28.28
1.8650057856,583971,573832,2179,8411,2020-04-23 10:11:05.05,240,10139,563130,115,20200423,00:00,2020-04-23 10:11:05.05
1.8464615809,589520,579920,2051,8501,2020-04-24 10:11:08.08,240,9600,569212,116,20200424,00:00,2020-04-24 10:11:08.08
1.8293161655,595161,585902,1967,8635,2020-04-25 10:58:08.08,240,9259,575184,119,20200425,00:00,2020-04-25 10:58:08.08
1.8205082082,598285,589286,1843,8717,2020-04-26 10:12:24.24,242,8999,578558,120,20200426,00:00,2020-04-26 10:12:24.24
1.8115104636,601660,592765,1769,8764,2020-04-27 10:12:27.27,243,8895,582027,121,20200427,00:00,2020-04-27 10:12:27.27
1.7940601791,608514,599311,1731,8854,2020-04-28 10:22:16.16,244,9203,588559,122,20200428,00:00,2020-04-28 10:22:16.16
1.7760649622,614197,605890,1654,8922,2020-04-29 10:26:00.00,246,8307,595129,123,20200429,00:00,2020-04-29 10:26:00.00
1.7611538379,619881,611247,1593,9059,2020-04-30 10:12:42.42,247,8634,600482,124,20200430,00:00,2020-04-30 10:12:42.42
1.7536263965,623069,614384,1459,9072,2020-05-01 10:24:38.38,248,8685,603610,125,20200501,00:00,2020-05-01 10:24:38.38
1.7413329111,627562,619066,1454,9123,2020-05-02 10:22:19.19,250,8496,608286,126,20200502,00:00,2020-05-02 10:22:19.19
1.7341356234,630973,622385,1407,9183,2020-05-03 10:54:37.37,250,8588,611592,127,20200503,00:00,2020-05-03 10:54:37.37
1.7261024858,633921,625745,1360,9217,2020-05-04 10:11:32.32,252,8176,614944,128,20200504,00:00,2020-05-04 10:11:32.32
1.7111750628,640237,631379,1332,9283,2020-05-05 10:20:41.41,254,8858,620575,129,20200505,00:00,2020-05-05 10:20:41.41
1.7015018438,643095,635086,1267,9333,2020-05-06 10:16:11.11,255,8009,624280,130,20200506,00:00,2020-05-06 10:16:11.11
1.6865353322,649388,640959,1218,9419,2020-05-07 10:43:56.56,256,8429,630149,131,20200507,00:00,2020-05-07 10:43:56.56
1.6752425711,654863,645996,1135,9484,2020-05-08 10:18:50.50,256,8867,635174,132,20200508,00:00,2020-05-08 10:18:50.50
1.6654452377,660030,650877,1082,9568,2020-05-09 10:17:15.15,256,9153,640037,133,20200509,00:00,2020-05-09 10:17:15.15
1.6633066058,663886,653758,1016,9610,2020-05-10 10:14:56.56,256,10128,642884,134,20200510,00:00,2020-05-10 10:14:56.56
1.6589868759,668492,657570,1008,9632,2020-05-11 10:25:58.58,256,10922,646661,135,20200511,00:00,2020-05-11 10:25:58.58
1.6456000963,680890,664560,1021,9670,2020-05-12 10:12:14.14,258,16330,653624,136,20200512,00:00,2020-05-12 10:12:14.14
1.6207800503,695920,676341,1008,9695,2020-05-13 10:41:15.15,259,19579,665379,137,20200513,00:00,2020-05-13 10:41:15.15
1.5911413772,711484,690762,1008,9762,2020-05-14 10:18:25.25,260,20722,679771,138,20200514,00:00,2020-05-14 10:18:25.25
1.5586980386,726747,706872,969,9821,2020-05-15 10:33:34.34,260,19875,695854,139,20200515,00:00,2020-05-15 10:33:34.34
1.5280312113,740645,722302,937,9851,2020-05-16 10:19:44.44,262,18343,711265,140,20200516,00:00,2020-05-16 10:19:44.44
1.5137131451,747653,729993,924,9888,2020-05-17 10:12:11.11,262,17660,718943,141,20200517,00:00,2020-05-17 10:12:11.11
1.5011165105,753211,737118,900,9904,2020-05-18 10:18:09.09,263,16093,726053,142,20200518,00:00,2020-05-18 10:18:09.09
1.4797321575,765574,748649,898,9938,2020-05-19 10:22:38.38,263,16925,737571,143,20200519,00:00,2020-05-19 10:22:38.38
1.4616843972,776433,760082,877,10066,2020-05-20 10:13:17.17,263,16351,748972,144,20200520,00:00,2020-05-20 10:13:17.17
1.4433003069,788684,770595,781,10135,2020-05-21 10:24:07.07,264,18089,759473,145,20200521,00:00,2020-05-21 10:24:07.07
1.4245677200,802418,782132,723,10162,2020-05-22 10:15:38.38,264,20286,770990,146,20200522,00:00,2020-05-22 10:15:38.38
1.4082091086,814420,792851,716,10194,2020-05-23 10:34:54.54,266,21569,781686,147,20200523,00:00,2020-05-23 10:34:54.54
1.3988269354,820289,799956,705,10213,2020-05-24 10:29:10.10,266,20333,788766,148,20200524,00:00,2020-05-24 10:29:10.10
1.3880012088,826437,807348,711,10226,2020-05-25 10:27:08.08,267,19089,796142,149,20200525,00:00,2020-05-25 10:27:08.08
1.3732045885,839475,817431,713,10275,2020-05-26 10:12:49.49,269,22044,806206,150,20200526,00:00,2020-05-26 10:12:49.49
1.3542674753,852876,831815,681,10295,2020-05-27 10:16:33.33,269,21061,820550,151,20200527,00:00,2020-05-27 10:16:33.33
1.3404293533,868666,846296,701,10340,2020-05-28 10:11:28.28,269,22370,834952,152,20200528,00:00,2020-05-28 10:11:28.28
1.3249465756,885120,860563,735,10363,2020-05-29 10:10:53.53,269,24557,849161,153,20200529,00:00,2020-05-29 10:10:53.53
1.3051518190,902901,876603,770,10398,2020-05-30 10:12:27.27,269,26298,865162,154,20200530,00:00,2020-05-30 10:12:27.27
1.2921282483,910822,887528,774,10405,2020-05-31 10:22:38.38,270,23294,876060,155,20200531,00:00,2020-05-31 10:22:38.38
1.2819098372,921391,897333,793,10422,2020-06-01 10:13:10.10,271,24058,885830,156,20200601,00:00,2020-06-01 10:13:10.10
1.2669483571,939851,910929,810,10446,2020-06-02 10:15:46.46,272,28922,899388,157,20200602,00:00,2020-06-02 10:15:46.46
1.2475954991,956852,928987,823,10467,2020-06-03 10:25:46.46,273,27865,917397,158,20200603,00:00,2020-06-03 10:25:46.46
1.2297244567,973858,945659,850,10499,2020-06-04 10:27:46.46,273,28199,934030,159,20200604,00:00,2020-06-04 10:27:46.46
1.2126452669,990960,962194,857,10506,2020-06-05 10:56:51.51,273,28766,950526,160,20200605,00:00,2020-06-05 10:56:51.51
1.1990574522,1005305,977351,889,10531,2020-06-06 10:49:23.23,273,27954,965632,161,20200606,00:00,2020-06-06 10:49:23.23
1.1939717405,1012769,986288,915,10552,2020-06-07 10:20:09.09,273,26481,974512,162,20200607,00:00,2020-06-07 10:20:09.09
1.1886231069,1018213,993839,951,10563,2020-06-08 10:14:01.01,273,24374,982026,163,20200608,00:00,2020-06-08 10:14:01.01
1.1750684407,1035996,1008537,977,10589,2020-06-09 10:08:46.46,274,27459,996686,164,20200609,00:00,2020-06-09 10:08:46.46
1.1602264883,1051971,1025748,988,10611,2020-06-10 10:13:48.48,276,26223,1013847,165,20200610,00:00,2020-06-10 10:13:48.48
1.1471173706,1066887,1041393,1014,10654,2020-06-11 10:30:28.28,276,25494,1029447,166,20200611,00:00,2020-06-11 10:30:28.28
1.1352178592,1081486,1057242,1016,10669,2020-06-12 10:22:23.23,277,24244,1045240,167,20200612,00:00,2020-06-12 10:22:23.23
1.1247480984,1094703,1071351,1056,10691,2020-06-13 10:11:43.43,277,23352,1059301,168,20200613,00:00,2020-06-13 10:11:43.43
1.1199559580,1100327,1078971,1082,10718,2020-06-14 10:19:18.18,277,21356,1066887,169,20200614,00:00,2020-06-14 10:19:18.18
1.1172190545,1105719,1084926,1089,10730,2020-06-15 10:16:22.22,277,20793,1072805,170,20200615,00:00,2020-06-15 10:16:22.22
1.1078855382,1119767,1097135,1114,10760,2020-06-16 10:16:47.47,278,22632,1084980,171,20200616,00:00,2020-06-16 10:16:47.47
1.0975998214,1132823,1111334,1117,10774,2020-06-17 10:14:34.34,279,21489,1099136,172,20200617,00:00,2020-06-17 10:14:34.34
1.0904823674,1145712,1123998,1145,10800,2020-06-18 10:12:45.45,280,21714,1111741,173,20200618,00:00,2020-06-18 10:12:45.45
1.0824428058,1158063,1136873,1177,10835,2020-06-19 10:32:24.24,280,21190,1124567,174,20200619,00:00,2020-06-19 10:32:24.24
1.0764456500,1170901,1149431,1191,10856,2020-06-20 10:14:22.22,280,21470,1137058,175,20200620,00:00,2020-06-20 10:14:22.22
1.0741167355,1176463,1156392,1237,10868,2020-06-21 10:10:23.23,280,20071,1143971,176,20200621,00:00,2020-06-21 10:10:23.23
1.0697854838,1182066,1162663,1273,10881,2020-06-22 11:40:11.11,280,19403,1150225,177,20200622,00:00,2020-06-22 11:40:11.11
1.0636140726,1196012,1173734,1277,10908,2020-06-23 10:41:14.14,281,22278,1161250,178,20200623,00:00,2020-06-23 10:41:14.14
1.0548221402,1208597,1188352,1295,10930,2020-06-24 10:31:43.43,281,20245,1175817,179,20200624,00:00,2020-06-24 10:31:43.43
1.0455417792,1220478,1201578,1324,10974,2020-06-25 10:19:09.09,282,18900,1189015,180,20200625,00:00,2020-06-25 10:19:09.09
1.0384948499,1232315,1213487,1307,11172,2020-06-26 10:13:35.35,282,18828,1200885,181,20200626,00:00,2020-06-26 10:13:35.35
1.0338144673,1243780,1223914,1148,11317,2020-06-27 10:47:05.05,282,19866,1211261,182,20200627,00:00,2020-06-27 10:47:05.05
1.0314839902,1251695,1232690,1054,11364,2020-06-28 10:29:27.27,282,19005,1219975,183,20200628,00:00,2020-06-28 10:29:27.27
1.0275845681,1259954,1241455,1069,11429,2020-06-29 10:29:36.36,282,18499,1228698,184,20200629,00:00,2020-06-29 10:29:36.36
1.0215043465,1273765,1252956,1046,11537,2020-06-30 11:19:14.14,282,20809,1240157,185,20200630,00:00,2020-06-30 11:19:14.14
1.0152444684,1285231,1265705,980,11613,2020-07-01 10:35:06.06,282,19526,1252855,186,20200701,00:00,2020-07-01 10:35:06.06
1.0111426287,1295962,1276180,955,11684,2020-07-02 10:27:03.03,282,19782,1263276,187,20200702,00:00,2020-07-02 10:27:03.03
1.0080073021,1307761,1286201,938,11759,2020-07-03 10:19:08.08,282,21560,1273236,188,20200703,00:00,2020-07-03 10:19:08.08
1.0043169904,1319521,1297200,924,11811,2020-07-04 10:13:42.42,283,22321,1284172,189,20200704,00:00,2020-07-04 10:13:42.42
1.0034452463,1326055,1304406,934,11832,2020-07-05 10:25:26.26,283,21649,1291317,190,20200705,00:00,2020-07-05 10:25:26.26
1.0024387563,1331796,1310504,974,11848,2020-07-06 10:42:20.20,284,21292,1297367,191,20200706,00:00,2020-07-06 10:42:20.20
0.9966586491,1346194,1322519,1005,11914,2020-07-07 10:15:15.15,285,23675,1309338,192,20200707,00:00,2020-07-07 10:15:15.15
0.9914488194,1359734,1335722,982,11970,2020-07-08 10:19:47.47,285,24012,1322479,193,20200708,00:00,2020-07-08 10:19:47.47
0.9862307555,1371771,1347859,988,12019,2020-07-09 10:50:30.30,287,23912,1334566,194,20200709,00:00,2020-07-09 10:50:30.30
0.9797533795,1384890,1361363,987,12065,2020-07-10 10:16:35.35,288,23527,1348025,195,20200710,00:00,2020-07-10 10:16:35.35
0.9732960405,1396941,1373991,985,12144,2020-07-11 10:24:20.20,288,22950,1360618,196,20200711,00:00,2020-07-11 10:24:20.20
0.9720252058,1402144,1380314,941,12178,2020-07-12 10:21:53.53,289,21830,1366897,197,20200712,00:00,2020-07-12 10:21:53.53
0.9721832542,1408312,1386467,950,12204,2020-07-13 10:20:52.52,289,21845,1372988,198,20200713,00:00,2020-07-13 10:20:52.52
0.9676816390,1420616,1396327,986,12282,2020-07-14 10:42:52.52,289,24289,1382815,199,20200714,00:00,2020-07-14 10:42:52.52
0.9624159901,1431316,1408019,941,12348,2020-07-15 10:38:15.15,289,23297,1394468,200,20200715,00:00,2020-07-15 10:38:15.15
0.9599814943,1441348,1417944,914,12396,2020-07-16 10:44:38.38,291,23404,1404332,201,20200716,00:00,2020-07-16 10:44:38.38
0.9574853264,1451017,1427907,925,12460,2020-07-17 10:40:49.49,293,23110,1414235,202,20200717,00:00,2020-07-17 10:40:49.49
0.9539540284,1460204,1437281,919,12519,2020-07-18 10:13:21.21,294,22923,1423570,203,20200718,00:00,2020-07-18 10:13:21.21
0.9523011114,1465299,1443346,898,12556,2020-07-19 10:19:04.04,295,21953,1429601,204,20200719,00:00,2020-07-19 10:19:04.04
0.9504510691,1470193,1448891,894,12572,2020-07-20 10:55:20.20,296,21302,1435120,205,20200720,00:00,2020-07-20 10:55:20.20
0.9472577108,1482390,1458526,903,12643,2020-07-21 11:07:32.32,296,23864,1444710,206,20200721,00:00,2020-07-21 11:07:32.32
0.9439441754,1492071,1470320,877,12698,2020-07-22 10:27:17.17,297,21751,1456441,207,20200722,00:00,2020-07-22 10:27:17.17
0.9421157792,1500854,1479436,884,12758,2020-07-23 10:38:02.02,297,21418,1465498,208,20200723,00:00,2020-07-23 10:38:02.02
0.9383340224,1510327,1489768,883,12817,2020-07-24 11:05:48.48,298,20559,1475789,209,20200724,00:00,2020-07-24 11:05:48.48
0.9401228724,1518634,1498953,864,12866,2020-07-25 10:19:50.50,298,19681,1484861,210,20200725,00:00,2020-07-25 10:19:50.50
0.9410046604,1522926,1503712,928,12890,2020-07-26 10:28:24.24,298,19214,1489562,211,20200726,00:00,2020-07-26 10:28:24.24
0.9398595945,1526974,1508204,962,12905,2020-07-27 10:35:55.55,299,18770,1494029,212,20200727,00:00,2020-07-27 10:35:55.55
0.9360953297,1537704,1517260,971,13007,2020-07-28 10:31:12.12,300,20444,1503057,213,20200728,00:00,2020-07-28 10:31:12.12
0.9326686653,1547307,1527981,896,13069,2020-07-29 10:44:55.55,300,19326,1513730,214,20200729,00:00,2020-07-29 10:44:55.55
0.9282479734,1556215,1537197,882,13132,2020-07-30 11:11:23.23,300,19018,1522928,215,20200730,00:00,2020-07-30 11:11:23.23
0.9256107866,1563796,1545466,837,13183,2020-07-31 10:36:45.45,301,18330,1531161,216,20200731,00:00,2020-07-31 10:36:45.45
0.9227885516,1571830,1553552,821,13233,2020-08-01 10:20:04.04,301,18278,1539216,217,20200801,00:00,2020-08-01 10:20:04.04
0.9217967786,1576246,1558478,802,13259,2020-08-02 12:17:01.01,301,17768,1544112,218,20200802,00:00,2020-08-02 12:17:01.01
0.9209808775,1579757,1562356,806,13280,2020-08-03 10:22:38.38,301,17401,1547967,219,20200803,00:00,2020-08-03 10:22:38.38
0.9180449328,1589780,1571056,808,13352,2020-08-04 10:49:59.59,301,18724,1556633,220,20200804,00:00,2020-08-04 10:49:59.59
